사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-05,2호선,0250,용두(동대문구청),10,0,"1,021",179,"1,203",875,"4,084","2,067","6,647","5,291","3,417","3,304","2,845","2,932","3,214","3,069","3,452","2,830","3,540","3,412","3,575","3,781","4,068","3,996","3,869","3,786","4,268","3,991","5,388","6,386","2,674","4,922","1,576","2,780","1,434","2,567",926,"1,873",287,"1,510",0,35,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0309,지축,2,0,"1,197",277,"5,143","2,157","14,261","2,350","13,488","2,764","7,062","1,813","4,901","1,886","4,770","2,690","4,279","2,789","4,025","2,919","3,649","3,302","4,266","3,917","4,761","4,869","4,905","6,336","3,434","12,053","1,964","10,405","1,410","7,109",889,"5,640",657,"5,770",237,"3,180",0,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0310,구파발,90,5,"8,617","1,465","26,857","8,488","74,000","19,519","74,820","25,759","37,834","24,931","26,301","24,933","24,259","20,382","26,221","21,292","25,361","23,406","25,888","23,304","27,384","23,635","30,892","28,388","32,371","35,938","30,058","61,533","18,900","54,804","15,059","31,995","13,547","28,143","11,377","23,053","2,682","22,769",6,"2,506",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0311,연신내,235,11,"25,200","1,876","45,928","11,387","120,494","18,542","143,741","31,946","81,229","35,056","54,773","33,744","50,213","33,716","54,470","36,750","54,406","41,044","49,748","44,402","49,625","52,442","53,664","62,380","52,211","79,785","47,798","127,550","35,390","118,447","29,568","67,990","27,349","62,715","24,120","54,029","9,130","40,398",9,"2,363",0,0,1,1,0,0,2020-06-03 11:49:09
2020-05,3호선,0312,불광,27,2,"8,490",912,"16,599","5,611","43,969","9,428","54,162","29,968","30,834","31,231","22,132","25,353","21,527","21,674","22,024","23,222","23,835","23,946","23,522","24,925","24,352","27,306","25,716","30,105","27,550","35,711","29,931","52,871","18,213","43,985","13,778","27,242","11,942","22,392","8,820","20,691","2,652","13,669",5,413,0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0313,녹번,13,3,"7,984","1,162","18,340","8,760","48,688","7,178","57,518","16,581","33,259","9,246","19,748","8,569","16,580","8,209","16,693","9,130","15,464","10,200","14,916","11,415","13,620","13,851","16,420","17,616","17,757","23,742","17,384","42,442","8,715","38,701","6,313","23,387","5,179","20,738","4,199","18,640","1,245","12,152",0,20,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0314,홍제,57,1,"8,557","1,527","19,595","8,728","51,086","10,669","61,879","22,624","38,196","17,760","27,404","15,885","25,641","15,752","26,222","16,562","24,917","19,012","23,621","20,063","23,126","24,430","24,846","28,338","27,464","34,296","26,412","54,552","15,204","47,254","11,392","27,575","9,458","26,522","6,751","21,627","2,392","14,853",0,1,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0315,무악재,25,2,"1,806",271,"4,479","1,606","12,320","2,586","14,718","5,004","8,896","3,124","6,179","3,045","5,167","3,256","5,100","3,300","4,926","3,626","4,255","4,261","4,233","4,983","4,554","6,347","5,406","7,962","5,776","13,059","2,919","11,724","2,133","7,459","1,818","6,549","1,425","5,937",506,"4,326",0,1,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0316,독립문,97,1,"4,691",714,"5,672","4,585","13,448","11,398","17,189","18,332","12,776","13,205","10,592","13,679","9,695","9,654","11,224","9,116","11,448","10,387","12,053","9,871","12,789","10,330","13,772","10,992","13,841","12,762","15,396","15,823","8,163","13,648","5,423","8,134","4,321","7,625","3,099","7,095",835,"4,390",0,"4,458",0,2,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0317,경복궁(정부서울청사),90,13,"2,532","1,274","5,059","11,937","11,474","36,606","16,876","94,710","16,367","43,625","12,848","26,947","14,019","25,692","15,395","24,257","19,506","25,799","22,715","24,370","27,733","21,330","35,460","20,763","50,683","22,171","85,980","27,471","37,356","18,821","27,373","10,477","27,738","9,042","20,402","8,398","6,371","5,577",9,339,1,3,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0318,안국,9,0,"1,724","1,506","2,931","17,658","5,133","79,671","7,378","87,232","6,743","48,069","7,418","30,268","10,099","30,720","13,943","28,725","16,803","30,277","21,310","29,557","27,365","24,425","37,066","20,705","84,487","19,346","95,789","19,444","40,583","9,765","31,679","5,407","28,031","4,158","17,503","3,650","4,506","2,796",3,60,0,1,0,1,0,0,2020-06-03 11:49:09
2020-05,3호선,0319,종로3가,10,0,602,699,"1,125","4,959","1,511","13,216","1,998","42,516","3,120","42,106","4,719","27,005","7,128","20,310","8,470","20,347","9,939","19,799","11,846","19,025","15,363","17,074","16,769","14,202","24,838","13,400","46,374","13,198","30,820","7,416","15,372","3,344","16,002","2,391","12,644","1,774","4,345","1,399",12,200,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0320,을지로3가,9,1,467,824,870,"7,815","1,642","29,798","2,391","66,537","3,177","31,456","4,267","14,510","5,855","12,263","6,673","11,031","9,120","11,903","11,039","10,595","12,978","10,396","15,319","9,942","31,950","11,546","59,617","13,748","26,336","7,869","16,383","3,524","15,618","2,315","13,095","1,495","6,013","1,376",1,181,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0321,충무로,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,3,0,2,0,1,0,2,0,6,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0322,동대입구,18,0,"1,064","1,000","2,066","7,567","3,971","13,574","5,901","42,914","4,901","21,692","4,289","14,024","5,044","12,178","6,366","10,182","8,014","11,428","10,531","9,752","11,642","8,014","14,404","7,847","32,428","8,960","28,891","9,996","13,612","6,317","9,803","3,912","10,192","3,992","8,193","3,243","2,268","2,215",3,401,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0323,약수,123,4,"5,594","1,058","9,368","5,588","21,326","11,615","34,435","29,724","23,811","18,907","16,810","13,523","16,319","12,950","17,293","12,904","18,103","14,235","17,011","15,306","17,498","16,442","19,186","19,064","22,199","25,088","29,480","37,368","17,003","26,298","13,403","17,487","12,910","15,706","10,382","14,076","4,013","8,892",2,"2,591",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0324,금호,29,4,"4,489",578,"8,904","2,622","22,839","4,182","31,977","7,889","20,752","6,411","13,050","6,089","11,424","6,421","11,080","7,441","11,441","8,292","10,016","9,301","9,504","11,391","10,119","13,470","10,976","17,899","10,779","27,191","7,229","20,608","5,633","14,473","4,772","12,437","3,784","11,300","1,437","6,621",4,2,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0325,옥수,250,18,"2,922","1,070","8,316","4,335","20,555","6,355","27,450","13,866","18,837","9,988","13,026","7,538","12,143","8,718","12,161","9,370","13,291","11,387","12,652","11,792","12,456","14,168","14,251","15,634","15,856","21,099","17,265","31,757","11,123","24,220","8,785","16,119","7,679","14,117","5,880","13,385","2,403","7,147",69,649,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0326,압구정,35,1,"2,864","2,087","7,782","21,248","13,568","39,799","20,972","124,449","16,374","136,446","20,095","64,183","25,075","49,084","29,482","41,321","33,130","47,673","39,859","44,447","49,183","38,856","57,681","37,525","73,568","43,667","118,947","50,723","87,652","30,947","67,268","15,286","48,728","11,226","36,794","9,189","9,171","4,990",11,"2,009",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0327,신사,62,2,"3,668","1,297","5,769","18,325","10,044","38,542","15,891","99,138","13,699","117,123","14,883","60,277","19,331","42,531","22,926","44,998","28,290","49,058","35,037","47,834","43,070","44,296","52,619","42,976","76,637","48,108","121,776","65,530","88,261","39,612","60,484","17,937","64,145","12,581","55,664","9,117","18,297","7,079",0,207,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0328,잠원,0,0,"1,462",675,"5,639","4,211","13,737","6,602","18,267","9,871","11,419","6,933","7,657","4,704","7,526","5,217","8,478","5,883","8,252","7,010","7,344","6,832","7,820","7,679","8,931","8,621","10,566","11,167","10,672","17,092","6,848","13,103","4,791","8,030","4,670","7,381","3,523","8,233","1,102","4,601",2,10,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0329,고속터미널,98,0,"4,579","3,097","6,170","25,605","22,113","41,218","35,153","66,320","38,214","86,721","40,130","77,383","51,569","80,680","61,208","78,023","67,073","81,330","72,454","84,206","83,945","87,678","95,542","85,099","115,285","91,185","123,958","103,566","103,244","69,213","117,360","39,990","75,214","28,999","53,317","20,279","17,684","12,685",6,469,1,1,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0330,교대(법원.검찰청),19,0,"1,231",584,"2,942","5,723","6,465","18,345","9,562","43,356","8,327","30,415","9,337","13,832","11,954","10,229","13,139","9,199","16,297","9,971","18,625","9,673","21,091","8,881","22,961","8,665","35,129","11,418","59,352","15,629","25,920","8,955","20,278","4,497","21,351","3,416","23,901","2,929","6,284","2,440",7,40,1,3,2,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0331,남부터미널(예술의전당),45,3,"2,580","1,076","7,788","24,517","22,387","51,502","34,392","136,513","28,827","72,134","28,070","42,567","30,994","34,004","31,710","34,733","36,559","37,751","37,282","39,974","42,012","38,107","46,881","39,747","78,095","43,629","125,891","51,713","60,862","35,493","40,157","21,911","36,665","16,489","27,365","12,915","8,394","8,333",0,90,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0332,양재(서초구청),103,1,"4,827","2,478","12,609","35,195","27,663","91,632","37,503","215,719","27,548","108,281","24,703","49,761","27,570","41,423","31,533","36,492","37,794","43,131","40,428","38,179","48,270","37,103","57,560","37,381","101,832","49,768","181,170","66,578","87,542","45,775","56,704","28,345","52,802","23,969","39,320","19,679","10,959","12,670",7,"1,440",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0333,매봉,4,0,"1,425",467,"5,540","8,590","12,201","17,779","15,359","57,757","11,007","30,565","9,098","12,168","9,162","10,237","9,495","9,708","11,026","9,940","12,552","9,328","14,020","9,694","15,912","9,912","28,171","13,168","53,537","18,198","20,731","13,357","12,676","7,747","13,486","6,655","8,993","6,479","2,528","3,928",1,511,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0334,도곡,29,0,"1,013",312,"3,287","3,587","7,288","10,599","9,110","18,542","5,938","14,216","4,378","6,808","4,902","5,508","5,428","5,934","6,021","5,929","6,485","5,240","7,651","5,204","10,032","5,592","14,171","6,812","15,907","8,977","8,922","7,965","5,580","4,375","5,370","4,129","3,943","3,876","1,067","2,271",6,"1,631",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0335,대치,4,0,"2,304",699,"10,242","7,199","20,991","15,438","19,828","22,703","11,975","15,236","9,544","11,278","9,393","10,110","11,730","12,308","12,794","15,366","12,284","13,782","14,732","14,269","15,133","17,950","22,620","21,932","24,401","24,884","15,737","20,098","11,709","10,798","13,197","9,893","27,160","9,727","2,956","5,687",0,39,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0336,학여울,2,0,441,218,"1,364","1,700","3,307","2,821","3,470","6,029","2,448","2,996","1,829","1,969","1,715","1,511","1,921","1,814","2,037","2,050","1,980","1,939","2,428","2,037","2,966","2,102","3,993","2,780","5,240","3,780","2,787","3,206","1,776","1,805","1,480","1,657","1,223","1,775",261,"1,088",0,13,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0337,대청,23,0,"3,358","1,087","9,139","6,487","22,693","10,460","26,769","19,389","14,253","11,861","11,238","6,701","10,705","6,662","10,729","7,238","11,970","8,207","11,587","9,166","13,035","10,676","14,422","11,938","18,574","15,550","21,596","22,150","11,700","20,028","6,970","12,981","5,917","11,230","4,264","12,454","1,376","7,475",0,133,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0338,일원,2,0,"1,796","1,386","7,100","7,433","18,649","22,416","18,670","19,664","12,310","13,242","12,057","12,602","12,574","9,105","11,968","10,203","11,178","11,415","12,222","10,129","14,464","9,329","18,668","8,511","25,664","10,835","13,745","15,756","7,938","13,992","5,314","9,001","3,502","8,337","2,933","9,365",879,"4,506",3,91,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0339,수서,269,5,"4,284","1,754","11,160","12,206","28,426","24,861","36,591","45,033","24,986","28,020","23,736","19,244","19,405","15,809","23,421","18,657","23,502","18,738","19,266","20,710","25,855","21,918","28,595","24,570","34,538","29,643","45,981","41,928","22,949","32,767","20,623","23,237","14,510","17,563","13,171","18,337","4,343","8,627",5,778,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0340,가락시장,12,0,"2,449",682,"6,319","5,077","17,305","9,101","19,557","25,509","13,618","14,166","11,851","9,834","11,955","10,127","11,857","10,262","12,210","10,846","12,593","11,658","13,390","12,881","14,291","13,680","16,861","15,962","26,682","22,205","12,198","16,788","8,843","11,034","8,002","9,124","6,186","8,717","1,737","4,800",3,"1,282",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0341,경찰병원,5,0,"2,321",139,"6,587","3,104","18,165","7,080","22,521","25,587","13,880","12,890","10,084","7,953","8,832","6,194","8,274","7,324","9,538","8,188","8,869","8,146","9,164","8,172","9,370","8,848","13,630","11,541","17,708","18,155","6,755","15,479","4,938","9,982","5,175","8,028","3,452","7,796",764,"4,365",4,"1,008",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,3호선,0342,오금,9,0,"3,196",7,"6,637","1,804","22,234","4,627","26,292","12,243","13,312","5,605","8,065","4,341","6,714","3,956","7,635","4,642","7,481","5,456","6,017","5,377","5,874","6,784","7,073","7,885","9,488","11,429","11,180","18,146","4,849","14,181","3,422","10,268","2,844","8,219","2,333","8,864",522,"5,156",1,"1,582",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0409,당고개,60,0,"8,167",25,"15,893","6,962","45,217","7,459","45,427","12,327","27,374","13,667","19,622","12,608","16,753","11,141","18,655","12,294","18,034","12,768","17,038","13,432","15,861","16,869","16,486","19,404","17,456","22,837","16,319","34,321","12,410","33,572","7,958","22,711","6,215","19,664","4,766","18,610","1,277","13,656",5,"1,282",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0410,상계,64,2,"12,029",177,"31,724","7,030","79,900","10,111","70,486","17,651","39,625","15,531","27,146","15,313","24,564","14,701","25,022","17,592","24,508","18,546","22,942","19,952","21,871","23,453","23,000","27,812","23,033","37,133","22,095","57,600","15,150","56,909","11,281","34,958","10,301","30,022","11,571","28,197","3,072","21,750",3,651,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0411,노원,154,6,"11,508",577,"22,366","8,261","47,829","12,380","49,721","27,283","30,175","29,717","23,917","22,948","22,715","20,776","25,006","24,740","26,107","27,727","25,646","30,205","26,527","32,105","29,423","37,149","31,518","48,661","33,314","74,906","24,766","64,108","26,586","37,593","23,687","32,393","24,685","28,136","8,987","20,942",36,"3,262",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0412,창동,"1,721",10,"15,853","2,951","32,978","12,671","83,019","16,487","74,351","36,429","48,346","27,201","37,338","25,697","35,072","26,508","36,615","30,334","36,894","35,638","34,903","40,145","36,372","44,872","39,961","49,725","42,283","58,627","42,199","86,774","26,598","79,213","20,778","48,757","19,394","40,764","16,197","37,179","7,017","25,972",345,"4,404",0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0413,쌍문,80,4,"21,070","1,069","47,341","9,369","109,829","13,463","121,372","25,998","71,546","19,449","47,431","18,752","39,951","19,453","39,184","23,306","37,741","24,675","33,835","28,736","32,235","36,320","33,962","44,252","35,195","58,949","34,203","95,310","23,931","92,679","17,366","58,008","14,464","50,194","11,255","45,658","4,775","31,321",4,546,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0414,수유(강북구청),146,0,"18,784","3,617","39,954","11,567","98,051","18,782","117,842","49,076","72,973","36,390","49,644","28,041","45,046","29,155","46,534","32,644","46,554","36,857","45,376","40,441","44,212","46,495","45,816","56,187","50,530","70,894","57,447","111,281","37,105","104,833","28,503","65,429","25,744","58,844","21,666","50,356","9,814","35,401",1,7,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0415,미아(서울사이버대학),39,2,"10,012","1,893","18,767","4,873","42,589","11,048","50,500","26,857","31,312","16,894","22,216","14,490","20,701","14,518","21,550","15,485","22,782","16,538","20,959","17,971","19,585","21,891","20,756","24,705","22,454","30,853","25,258","43,746","16,620","38,730","11,744","24,094","9,570","21,478","6,923","18,995","2,530","12,762",1,1,0,0,0,1,0,0,2020-06-03 11:49:09
2020-05,4호선,0416,미아사거리,15,0,"13,747","2,418","33,916","8,308","82,215","15,425","96,810","31,272","56,841","32,226","38,420","25,850","35,663","27,286","37,670","30,158","38,816","33,537","37,105","35,305","37,771","42,991","42,854","49,089","40,519","61,325","42,552","97,249","33,121","81,683","32,686","47,577","20,352","41,963","15,705","36,855","7,347","22,344",1,2,1,1,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0417,길음,11,0,"8,461","2,029","25,440","8,086","70,516","11,369","76,991","24,566","41,860","18,623","27,765","15,290","24,225","15,877","25,428","17,154","25,868","20,492","23,120","21,125","23,043","24,261","24,358","29,012","28,764","41,558","27,178","66,148","17,652","56,314","13,825","34,414","10,471","30,202","10,622","29,085","3,241","18,731",0,0,0,1,1,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0418,성신여대입구(돈암),50,2,"5,163","1,553","15,669","6,770","39,643","13,478","48,625","30,469","32,339","24,276","23,212","19,651","23,297","20,181","26,761","23,197","28,008","25,772","27,948","27,366","29,063","28,649","32,600","32,104","37,126","41,913","42,742","61,102","28,598","49,916","25,760","31,272","26,734","26,575","24,608","24,606","9,536","16,736",0,1,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0419,한성대입구(삼선교),62,11,"6,593","1,088","11,313","5,525","26,339","14,018","34,113","24,777","22,293","19,469","17,017","14,542","16,120","15,226","18,536","15,781","19,350","16,958","18,659","17,545","20,493","18,266","23,040","20,800","26,018","25,276","28,881","35,444","16,575","28,197","12,993","18,038","12,270","16,005","10,164","15,869","3,979","10,572",4,"7,125",0,1,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0420,혜화,41,0,"3,399","2,446","6,851","18,449","14,946","41,202","18,666","100,765","20,298","66,470","25,129","46,235","28,274","40,862","28,792","48,020","31,422","64,311","38,945","59,991","50,401","46,266","62,130","45,414","78,487","53,300","101,693","63,086","60,244","47,864","55,198","20,079","70,881","17,138","65,466","14,412","22,266","10,383",5,755,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0421,동대문,223,6,"6,535","2,877","3,941","14,214","5,619","36,688","7,512","74,941","12,197","64,632","17,145","53,560","23,494","48,432","29,093","39,656","33,729","39,010","41,873","38,033","49,996","31,147","56,223","23,138","80,584","16,987","70,176","12,165","31,968","15,131","22,281","11,175","23,649","6,584","13,549","4,522","5,265","6,323",11,126,0,0,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0422,동대문역사문화공원(DDP),249,1,"8,012","1,293","4,273","10,556","5,689","25,262","7,216","63,848","6,765","34,840","7,013","22,107","9,910","21,314","12,558","19,136","14,937","19,989","19,460","18,948","24,758","16,773","29,078","14,807","45,908","15,399","66,920","17,101","37,019","25,368","27,858","12,879","27,085","7,643","20,020","5,628","8,071","5,296",9,556,2,1,0,0,0,0,2020-06-03 11:49:09
2020-05,4호선,0423,충무로,71,1,"2,590","2,486","3,604","16,408","6,979","49,083","10,811","159,471","11,252","86,210","12,358","44,619","15,933","35,066","20,149","31,868","25,974","32,497","30,947","28,649","34,801","24,576","43,716","24,156","72,835","26,978","129,138","30,954","63,280","18,583","42,884","9,783","42,218","8,777","33,594","7,278","14,573","6,349",5,771,0,0,0,0,0,0,2020-06-03 11:49:09
